protein_id	fasta_headers	gene_symbols_or_id	MS1-L	MS2-L	MW1-L	MW2-L
Q99JY4	>sp|Q99JY4|TRABD_MOUSE TraB domain-containing protein OS=Mus musculus OX=10090 GN=Trabd PE=1 SV=1	TRABD	16.1168780784147	16.6112361922335	16.3351292714176	15.6397332078912
Q3U0V2	>sp|Q3U0V2|TRADD_MOUSE Tumor necrosis factor receptor type 1-associated DEATH domain protein OS=Mus musculus OX=10090 GN=Tradd PE=1 SV=1	TRADD	17.4396925810729	17.6926292904878	17.4221287883462	17.6231896272902
Q60803	>sp|Q60803|TRAF3_MOUSE TNF receptor-associated factor 3 OS=Mus musculus OX=10090 GN=Traf3 PE=1 SV=2	TRAF3	17.5029873567191	17.1037953194816	17.5642194253655	17.6649666820328
Q61382	>sp|Q61382|TRAF4_MOUSE TNF receptor-associated factor 4 OS=Mus musculus OX=10090 GN=Traf4 PE=1 SV=2	TRAF4	17.1597674998807	17.4553168200595	17.7756193848515	18.041184260488
Q3UDK1	>sp|Q3UDK1|TRAD1_MOUSE TRAF-type zinc finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Trafd1 PE=1 SV=1	TRAFD1	15.7589101822004	15.8582071354921	16.4059549522572	16.5833018577346
Q9CQN1	>sp|Q9CQN1|TRAP1_MOUSE Heat shock protein 75 kDa, mitochondrial OS=Mus musculus OX=10090 GN=Trap1 PE=1 SV=1	TRAP1	19.8419936778211	19.3763312954719	19.496934693459	19.3361751620422
Q5NCF2	>sp|Q5NCF2|TPPC1_MOUSE Trafficking protein particle complex subunit 1 OS=Mus musculus OX=10090 GN=Trappc1 PE=1 SV=1	TRAPPC1	21.020330202227	21.177290193127	21.2317553914019	21.2866995085836
B2RXC1	>sp|B2RXC1|TPC11_MOUSE Trafficking protein particle complex subunit 11 OS=Mus musculus OX=10090 GN=Trappc11 PE=1 SV=1	TRAPPC11	18.7477451528058	18.9519019123786	18.8629480310307	18.6306036536299
Q3TIR1	>sp|Q3TIR1|TPC13_MOUSE Trafficking protein particle complex subunit 13 OS=Mus musculus OX=10090 GN=Trappc13 PE=2 SV=1	TRAPPC13	18.1648269317792	18.3753089532118	17.9718353754307	18.0342349702378
O55013	>sp|O55013|TPPC3_MOUSE Trafficking protein particle complex subunit 3 OS=Mus musculus OX=10090 GN=Trappc3 PE=1 SV=1	TRAPPC3	20.2758664938608	20.1828871649817	20.2753356417635	20.2478615654941
Q9CQA1	>sp|Q9CQA1|TPPC5_MOUSE Trafficking protein particle complex subunit 5 OS=Mus musculus OX=10090 GN=Trappc5 PE=1 SV=1	TRAPPC5	18.9314576878114	19.0378370787658	18.577319753781	18.9662147659427
A0A286YCX6;E9PY51	>tr|A0A286YCX6|A0A286YCX6_MOUSE Trafficking protein particle complex 8 OS=Mus musculus OX=10090 GN=Trappc8 PE=1 SV=2;>tr|E9PY51|E9PY51_MOUSE Isoform of A0A286YCX6, Trafficking protein particle complex 8 OS=Mus musculus OX=10090 GN=Trappc8 PE=1 SV=1	TRAPPC8	18.9382675520173	18.6000883907979	18.5772900177903	18.0252255337873
A2NU22	>tr|A2NU22|A2NU22_MOUSE T cell receptor beta, variable 31 (Fragment) OS=Mus musculus OX=10090 GN=Trbv31 PE=4 SV=1	TRBV31		17.4459112280162	16.6116833108419	
Q91XB0	>sp|Q91XB0|TREX1_MOUSE Three-prime repair exonuclease 1 OS=Mus musculus OX=10090 GN=Trex1 PE=1 SV=2	TREX1	20.7835327370117	20.8636776064357	19.8555090064377	20.436280436557
Q64127	>sp|Q64127|TIF1A_MOUSE Transcription intermediary factor 1-alpha OS=Mus musculus OX=10090 GN=Trim24 PE=1 SV=1	TRIM24	17.2581890867996	16.9885223021017	17.5823018962113	17.6191035699836
Q61510	>sp|Q61510|TRI25_MOUSE E3 ubiquitin/ISG15 ligase TRIM25 OS=Mus musculus OX=10090 GN=Trim25 PE=1 SV=2	TRIM25	18.0251361960662	18.034512337466	17.3169216766107	17.8928679525452
Q62318	>sp|Q62318|TIF1B_MOUSE Transcription intermediary factor 1-beta OS=Mus musculus OX=10090 GN=Trim28 PE=1 SV=3	TRIM28	20.4933251809361	20.4510840659854	20.5470883014669	20.5446291846882
Q9R1R2	>sp|Q9R1R2|TRIM3_MOUSE Tripartite motif-containing protein 3 OS=Mus musculus OX=10090 GN=Trim3 PE=1 SV=1	TRIM3	18.8857204727746	18.8233491173366	18.6086058901187	18.7217532231578
Q8CH72	>sp|Q8CH72|TRI32_MOUSE E3 ubiquitin-protein ligase TRIM32 OS=Mus musculus OX=10090 GN=Trim32 PE=1 SV=2	TRIM32	17.9289694114876	17.7576299367007	18.073826381643	18.0107164897748
Q99PP7	>sp|Q99PP7|TRI33_MOUSE E3 ubiquitin-protein ligase TRIM33 OS=Mus musculus OX=10090 GN=Trim33 PE=1 SV=2	TRIM33	19.8600986233526	20.0492772304008	20.312799816514	20.3203099674383
Q8C0E3	>sp|Q8C0E3|TRI47_MOUSE E3 ubiquitin-protein ligase TRIM47 OS=Mus musculus OX=10090 GN=Trim47 PE=1 SV=2	TRIM47	18.6111275602504	18.6360697680678	18.0301868733306	18.5081250949883
Q80VI1	>sp|Q80VI1|TRI56_MOUSE E3 ubiquitin-protein ligase TRIM56 OS=Mus musculus OX=10090 GN=Trim56 PE=1 SV=1	TRIM56	18.5931120722731	18.6850602105372	18.389350467081	18.5894075246612
Q1XH17	>sp|Q1XH17|TRI72_MOUSE Tripartite motif-containing protein 72 OS=Mus musculus OX=10090 GN=Trim72 PE=1 SV=1	TRIM72	18.4616772163685	16.8758489596941	19.4687471211576	20.3772535423953
Q0KL02	>sp|Q0KL02|TRIO_MOUSE Triple functional domain protein OS=Mus musculus OX=10090 GN=Trio PE=1 SV=3	TRIO	18.8563423427162	18.8499808578505	18.7415213269486	18.7766706589007
Q99KW3	>sp|Q99KW3|TARA_MOUSE TRIO and F-actin-binding protein OS=Mus musculus OX=10090 GN=Triobp PE=1 SV=3	TRIOBP	19.1354676224998	19.5050772650202	19.1658492457252	19.3799602151999
Q8CJ53	>sp|Q8CJ53|CIP4_MOUSE Cdc42-interacting protein 4 OS=Mus musculus OX=10090 GN=Trip10 PE=1 SV=2	TRIP10	19.4277953133503	19.5417333168715	19.6348410504584	19.6900006893628
E9Q512	>tr|E9Q512|E9Q512_MOUSE Thyroid hormone receptor interactor 11 OS=Mus musculus OX=10090 GN=Trip11 PE=1 SV=1	TRIP11	18.8135349775607	18.9897324274553	18.9339270138163	18.9474354630689
G5E870	>sp|G5E870|TRIPC_MOUSE E3 ubiquitin-protein ligase TRIP12 OS=Mus musculus OX=10090 GN=Trip12 PE=1 SV=1	TRIP12	19.203597052399	19.1552499350441	18.9654816541551	19.204249621557
Q9QXN3	>sp|Q9QXN3|TRIP4_MOUSE Activating signal cointegrator 1 OS=Mus musculus OX=10090 GN=Trip4 PE=1 SV=2	TRIP4	19.0984236161818	19.1981009405001	19.1153716333876	19.2047154173597
Q9Z1Y4	>sp|Q9Z1Y4|TRIP6_MOUSE Thyroid receptor-interacting protein 6 OS=Mus musculus OX=10090 GN=Trip6 PE=1 SV=1	TRIP6	18.9685700444088	19.0598832943188	18.7231356564306	18.686531786042
Q3TX08	>sp|Q3TX08|TRM1_MOUSE tRNA (guanine(26)-N(2))-dimethyltransferase OS=Mus musculus OX=10090 GN=Trmt1 PE=1 SV=2	TRMT1	20.210720942038	20.2070403355122	20.391967354809	20.3883248122475
Q3UFY8	>sp|Q3UFY8|TM10C_MOUSE tRNA methyltransferase 10 homolog C OS=Mus musculus OX=10090 GN=Trmt10c PE=1 SV=2	TRMT10C	18.9518014033491	18.9381859435394	19.1228181095827	18.8272023047318
Q9CWH5	>sp|Q9CWH5|TRM11_MOUSE tRNA (guanine(10)-N2)-methyltransferase homolog OS=Mus musculus OX=10090 GN=Trmt11 PE=1 SV=1	TRMT11	16.981375823402	17.6059913739321	17.326534957005	17.1101937550311
Q9DCG9	>sp|Q9DCG9|TR112_MOUSE Multifunctional methyltransferase subunit TRM112-like protein OS=Mus musculus OX=10090 GN=Trmt112 PE=1 SV=1	TRMT112	21.3313814473463	21.456177513621	21.4852101014595	21.6007544792098
A2RSY6	>sp|A2RSY6|TRM1L_MOUSE TRMT1-like protein OS=Mus musculus OX=10090 GN=Trmt1l PE=1 SV=1	TRMT1L	18.3952845262252	18.5055998810836	18.4903335331635	18.6043049542499
Q9D0C4	>sp|Q9D0C4|TRM5_MOUSE tRNA (guanine(37)-N1)-methyltransferase OS=Mus musculus OX=10090 GN=Trmt5 PE=1 SV=1	TRMT5	19.4176387400229	17.7959636512804	17.7826947434248	18.2404093879875
Q80WQ4	>sp|Q80WQ4|TRM9B_MOUSE Probable tRNA methyltransferase 9B OS=Mus musculus OX=10090 GN=Trmt9b PE=1 SV=1	TRMT9B	18.1662281020088	18.844142555768	17.3465899776727	18.0932075314091
Q9DAT5	>sp|Q9DAT5|MTU1_MOUSE Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Mus musculus OX=10090 GN=Trmu PE=1 SV=1	TRMU	17.0072676196239	16.8355712381105	16.8933132041862	17.1508060451992
Q8K1J6	>sp|Q8K1J6|TRNT1_MOUSE CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Trnt1 PE=1 SV=1	TRNT1	18.2469121100413	18.3835230695057	18.5079212783701	18.3600199786068
Q6DIC6	>tr|Q6DIC6|Q6DIC6_MOUSE Tro protein OS=Mus musculus OX=10090 GN=Tro PE=1 SV=1	TRO	21.5577671098886	21.2711201029422	21.7572102259365	21.6428082941878
B7ZNG4	>sp|B7ZNG4|TROAP_MOUSE Tastin OS=Mus musculus OX=10090 GN=Troap PE=2 SV=1	TROAP	23.5957906369768	23.820865985558	23.6526183813842	23.8194351153822
F6ZRL3	>tr|F6ZRL3|F6ZRL3_MOUSE Isoform of P70399, Transformation related protein 53 binding protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Trp53bp1 PE=1 SV=1	TRP53BP1	17.7942593884306	17.7788504522897	17.8504835137839	17.7504404678768
Q923J1	>sp|Q923J1|TRPM7_MOUSE Transient receptor potential cation channel subfamily M member 7 OS=Mus musculus OX=10090 GN=Trpm7 PE=1 SV=1	TRPM7		18.2059392316268	18.7615574190802	
A0A1D5RLL4;E9PWT1;E9PZA7;E9QLK7;F7CGG2	>tr|A0A1D5RLL4|A0A1D5RLL4_MOUSE Isoform of Q80YV3, Transformation/transcription domain-associated protein OS=Mus musculus OX=10090 GN=Trrap PE=1 SV=1;>tr|E9PWT1|E9PWT1_MOUSE Isoform of Q80YV3, Transformation/transcription domain-associated protein OS=Mus musculus OX=10090 GN=Trrap PE=1 SV=1;>tr|E9PZA7|E9PZA7_MOUSE Isoform of Q80YV3, Transformation/transcription domain-associated protein OS=Mus musculus OX=10090 GN=Trrap PE=1 SV=1;>tr|E9QLK7|E9QLK7_MOUSE Isoform of Q80YV3, Transformation/transcription domain-associated protein OS=Mus musculus OX=10090 GN=Trrap PE=1 SV=1;>tr|F7CGG2|F7CGG2_MOUSE Isoform of Q80YV3, Transformation/transcription domain-associated protein (Fragment) OS=Mus musculus OX=10090 GN=Trrap PE=1 SV=1	TRRAP	19.5230971361752	19.1558267748112	19.135785303233	19.4486098966492
A0A2I3BPP1;A0A2I3BRT5;Q3UHB2;Q7TT21	>tr|A0A2I3BPP1|A0A2I3BPP1_MOUSE Isoform of Q61037, TSC complex subunit 2 OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1;>tr|A0A2I3BRT5|A0A2I3BRT5_MOUSE Isoform of Q61037, TSC complex subunit 2 OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1;>tr|Q3UHB2|Q3UHB2_MOUSE Isoform of Q61037, TSC complex subunit 2 OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1;>tr|Q7TT21|Q7TT21_MOUSE Isoform of Q61037, TSC complex subunit 2 OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1	TSC2	17.7817489401683	17.8064102154207	17.9203072454302	17.5405613333612
P62500	>sp|P62500|T22D1_MOUSE TSC22 domain family protein 1 OS=Mus musculus OX=10090 GN=Tsc22d1 PE=1 SV=2	TSC22D1	20.7452380496095	20.8747998005217	20.700925471318	20.9166703150407
E9Q7M2	>sp|E9Q7M2|T22D2_MOUSE TSC22 domain family protein 2 OS=Mus musculus OX=10090 GN=Tsc22d2 PE=1 SV=1	TSC22D2	18.8691086836726	19.1502611600151	18.9474033150649	19.0190493556156
Q9Z2S7	>sp|Q9Z2S7|T22D3_MOUSE TSC22 domain family protein 3 OS=Mus musculus OX=10090 GN=Tsc22d3 PE=1 SV=2	TSC22D3	18.9813869169855	19.2074378879346	19.1417352175337	19.13020084746
Q9EQN3	>sp|Q9EQN3|T22D4_MOUSE TSC22 domain family protein 4 OS=Mus musculus OX=10090 GN=Tsc22d4 PE=1 SV=2	TSC22D4	18.7213576500689	18.7077812950771	18.7269744269669	18.7895978735881
Q8BMZ5	>sp|Q8BMZ5|SEN34_MOUSE tRNA-splicing endonuclease subunit Sen34 OS=Mus musculus OX=10090 GN=Tsen34 PE=2 SV=2	TSEN34	20.9255150363927	20.8914786992641	21.3221660172005	21.1291807379441
Q8C2A2	>sp|Q8C2A2|SEN54_MOUSE tRNA-splicing endonuclease subunit Sen54 OS=Mus musculus OX=10090 GN=Tsen54 PE=2 SV=2	TSEN54	18.8631512394128	18.4488990725169	18.3109839372769	19.165358553757
Q9CZR8	>sp|Q9CZR8|EFTS_MOUSE Elongation factor Ts, mitochondrial OS=Mus musculus OX=10090 GN=Tsfm PE=1 SV=1	TSFM	17.6853602912498	17.7317489434879	17.4551195720798	17.7569449213053
Q61187	>sp|Q61187|TS101_MOUSE Tumor susceptibility gene 101 protein OS=Mus musculus OX=10090 GN=Tsg101 PE=1 SV=2	TSG101	20.1088657540096	20.214111422743	20.3001804207814	20.3179462004989
Q9QZE7	>sp|Q9QZE7|TSNAX_MOUSE Translin-associated protein X OS=Mus musculus OX=10090 GN=Tsnax PE=1 SV=1	TSNAX	17.9290358666294	17.7581495173962	17.6023682879888	17.6202293488078
Q9QY33	>sp|Q9QY33|TSN3_MOUSE Tetraspanin-3 OS=Mus musculus OX=10090 GN=Tspan3 PE=1 SV=1	TSPAN3	21.0318180745459	20.6093503241863	20.8347978057591	21.1877074048781
O88852	>sp|O88852|TSYL1_MOUSE Testis-specific Y-encoded-like protein 1 OS=Mus musculus OX=10090 GN=Tspyl1 PE=2 SV=1	TSPYL1	16.47014114113	16.6658080040342	15.9134190459281	
Q5SWD9	>sp|Q5SWD9|TSR1_MOUSE Pre-rRNA-processing protein TSR1 homolog OS=Mus musculus OX=10090 GN=Tsr1 PE=1 SV=1	TSR1	20.0103286021305	19.9904540984183	19.8431091299962	19.8333264941144
Q9JHE7	>sp|Q9JHE7|TSSC4_MOUSE U5 small nuclear ribonucleoprotein TSSC4 OS=Mus musculus OX=10090 GN=Tssc4 PE=1 SV=1	TSSC4	19.9063468838496	19.7959436324934	19.943196037653	20.1206317845328
Q925K9	>sp|Q925K9|TSSK6_MOUSE Testis-specific serine/threonine-protein kinase 6 OS=Mus musculus OX=10090 GN=Tssk6 PE=1 SV=1	TSSK6	17.7619718904786	18.0375006183253	18.2830456305679	18.0979656757098
Q9D0B5	>sp|Q9D0B5|TSTD3_MOUSE Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Tstd3 PE=1 SV=1	TSTD3	18.7163368718018	18.798550163584	18.894617273753	18.783488712959
Q91Z38	>sp|Q91Z38|TTC1_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus OX=10090 GN=Ttc1 PE=1 SV=1	TTC1	20.6733892615934	20.5844930811629	20.7516632014165	21.0684658322849
A0A1L1SSC7;A0A338P6N2;D3YVV0;E9Q723;Q3UMK4	>tr|A0A1L1SSC7|A0A1L1SSC7_MOUSE Tetratricopeptide repeat domain 13 OS=Mus musculus OX=10090 GN=Ttc13 PE=1 SV=1;>tr|A0A338P6N2|A0A338P6N2_MOUSE Isoform of A0A1L1SSC7, Tetratricopeptide repeat domain 13 OS=Mus musculus OX=10090 GN=Ttc13 PE=1 SV=1;>tr|D3YVV0|D3YVV0_MOUSE Isoform of A0A1L1SSC7, Tetratricopeptide repeat domain 13 OS=Mus musculus OX=10090 GN=Ttc13 PE=1 SV=2;>tr|E9Q723|E9Q723_MOUSE Isoform of A0A1L1SSC7, Tetratricopeptide repeat domain 13 OS=Mus musculus OX=10090 GN=Ttc13 PE=1 SV=2;>tr|Q3UMK4|Q3UMK4_MOUSE Isoform of A0A1L1SSC7, Tetratricopeptide repeat domain 13 OS=Mus musculus OX=10090 GN=Ttc13 PE=1 SV=1	TTC13	19.6749167475002	19.0399434295003	19.576281081459	19.7311003363504
E9PVB5	>sp|E9PVB5|TTC17_MOUSE Tetratricopeptide repeat protein 17 OS=Mus musculus OX=10090 GN=Ttc17 PE=1 SV=1	TTC17	16.8917522645693	16.4880549436213	16.9271759635482	17.7018256818796
Q8C0S4	>sp|Q8C0S4|TT21A_MOUSE Tetratricopeptide repeat protein 21A OS=Mus musculus OX=10090 GN=Ttc21a PE=1 SV=2	TTC21A	18.1629940813362			18.5426759168863
A6H6E9	>sp|A6H6E9|TT23L_MOUSE Tetratricopeptide repeat protein 23-like OS=Mus musculus OX=10090 GN=Ttc23l PE=2 SV=1	TTC23L	19.2957003016632			17.697081370172
Q8CD92	>sp|Q8CD92|TTC27_MOUSE Tetratricopeptide repeat protein 27 OS=Mus musculus OX=10090 GN=Ttc27 PE=1 SV=2	TTC27	18.3707618900452	18.2122712015392	19.1153600473881	18.6942733940835
Q80XJ3	>sp|Q80XJ3|TTC28_MOUSE Tetratricopeptide repeat protein 28 OS=Mus musculus OX=10090 GN=Ttc28 PE=1 SV=3	TTC28	17.331064313001	17.5901917200501	18.5801895235854	18.7415237894271
O88196	>sp|O88196|TTC3_MOUSE E3 ubiquitin-protein ligase TTC3 OS=Mus musculus OX=10090 GN=Ttc3 PE=1 SV=2	TTC3	17.6749493301513	17.9106838684398	18.1763116059924	17.7534650024767
Q8R3H9	>sp|Q8R3H9|TTC4_MOUSE Tetratricopeptide repeat protein 4 OS=Mus musculus OX=10090 GN=Ttc4 PE=1 SV=1	TTC4	19.3198786413182	19.3228552669127	19.483227968255	19.4579524597126
E9Q6P5	>sp|E9Q6P5|TTC7B_MOUSE Tetratricopeptide repeat protein 7B OS=Mus musculus OX=10090 GN=Ttc7b PE=1 SV=1	TTC7B	18.1696447621597			17.7434562576637
Q810A3	>sp|Q810A3|TTC9C_MOUSE Tetratricopeptide repeat protein 9C OS=Mus musculus OX=10090 GN=Ttc9c PE=1 SV=1	TTC9C	19.4869322212562	19.2126656187365	19.4826816291524	19.41509132552
P38585	>sp|P38585|TTL_MOUSE Tubulin--tyrosine ligase OS=Mus musculus OX=10090 GN=Ttl PE=1 SV=2	TTL	18.5229180365624	17.7304227462713	18.9038781437407	19.2439839571776
V9GXT8	>tr|V9GXT8|V9GXT8_MOUSE Isoform of A4Q9F3, Tubulin tyrosine ligase-like family, member 10 OS=Mus musculus OX=10090 GN=Ttll10 PE=1 SV=1	TTLL10	25.6191537774546	25.6265793623377	25.9024060084823	
Q3UDE2	>sp|Q3UDE2|TTL12_MOUSE Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1	TTLL12	19.5519119752551	19.3275958748896	19.1161715305634	19.0969342021982
A2ASS6	>sp|A2ASS6|TITIN_MOUSE Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1	TTN	17.4026942920573	16.238683940617	19.1384553210388	18.9982820499254
Q9D3D0	>sp|Q9D3D0|TTPAL_MOUSE Alpha-tocopherol transfer protein-like OS=Mus musculus OX=10090 GN=Ttpal PE=1 SV=3	TTPAL	15.9032184851686	16.6357408880092	15.9879814633769	16.0618588499056
P07309	>sp|P07309|TTHY_MOUSE Transthyretin OS=Mus musculus OX=10090 GN=Ttr PE=1 SV=1	TTR	20.0288221700753	19.4663048586044	19.6737135783725	19.9791738976915
Q6P5F7	>sp|Q6P5F7|TTYH3_MOUSE Protein tweety homolog 3 OS=Mus musculus OX=10090 GN=Ttyh3 PE=1 SV=1	TTYH3	17.8905063348016	17.6529683533244	17.987682535661	18.34723396453
P68369	>sp|P68369|TBA1A_MOUSE Tubulin alpha-1A chain OS=Mus musculus OX=10090 GN=Tuba1a PE=1 SV=1	TUBA1A	23.5533970979028	21.3665441882386	21.8017641795214	22.2665949993397
P05214	>sp|P05214|TBA3_MOUSE Tubulin alpha-3 chain OS=Mus musculus OX=10090 GN=Tuba3b PE=1 SV=1	TUBA3B	22.2836338522085	22.1557670598669	21.8093460211945	21.9495906905646
P68368	>sp|P68368|TBA4A_MOUSE Tubulin alpha-4A chain OS=Mus musculus OX=10090 GN=Tuba4a PE=1 SV=1	TUBA4A	21.8499663987394	21.7951359084961	21.5416969498166	21.5209192942723
Q7TMM9	>sp|Q7TMM9|TBB2A_MOUSE Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1	TUBB2A	22.0208110161443	22.0576184358784	22.0076668977127	22.2193059935055
Q9CWF2	>sp|Q9CWF2|TBB2B_MOUSE Tubulin beta-2B chain OS=Mus musculus OX=10090 GN=Tubb2b PE=1 SV=1	TUBB2B	21.4697486105188	21.4168418306204	21.6567277424189	21.8503220194841
Q9ERD7	>sp|Q9ERD7|TBB3_MOUSE Tubulin beta-3 chain OS=Mus musculus OX=10090 GN=Tubb3 PE=1 SV=1	TUBB3	20.3342055044391	20.6505677785079	20.2738832047309	20.7105434224925
P68372	>sp|P68372|TBB4B_MOUSE Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1	TUBB4B	23.3530968516604	23.4731682437534	23.4427253014545	23.3110245316763
P99024	>sp|P99024|TBB5_MOUSE Tubulin beta-5 chain OS=Mus musculus OX=10090 GN=Tubb5 PE=1 SV=1	TUBB5	23.9027366256725	23.9606013581111	23.793951311289	23.8231617070064
Q922F4	>sp|Q922F4|TBB6_MOUSE Tubulin beta-6 chain OS=Mus musculus OX=10090 GN=Tubb6 PE=1 SV=1	TUBB6	22.1345661005389	22.2322327187763	22.1043880703285	22.1269845885993
P83887;Q8VCK3	>sp|P83887|TBG1_MOUSE Tubulin gamma-1 chain OS=Mus musculus OX=10090 GN=Tubg1 PE=1 SV=1;>sp|Q8VCK3|TBG2_MOUSE Tubulin gamma-2 chain OS=Mus musculus OX=10090 GN=Tubg2 PE=1 SV=1	TUBG1;TUBG2	21.1511160960346	20.5884580485474	20.8833107161203	20.7709624861987
Q921G8	>sp|Q921G8|GCP2_MOUSE Gamma-tubulin complex component 2 OS=Mus musculus OX=10090 GN=Tubgcp2 PE=1 SV=2	TUBGCP2	17.9936925103408	18.111478065231	18.7078612328224	17.7666157619883
Q8BFR5	>sp|Q8BFR5|EFTU_MOUSE Elongation factor Tu, mitochondrial OS=Mus musculus OX=10090 GN=Tufm PE=1 SV=1	TUFM	20.0362402664812	20.0560552555164	20.0620652184131	20.2762643800947
O88413	>sp|O88413|TULP3_MOUSE Tubby-related protein 3 OS=Mus musculus OX=10090 GN=Tulp3 PE=1 SV=1	TULP3	18.8033200142148	18.9242126078972	18.8124665972707	18.7135904329849
B2RX14	>sp|B2RX14|TUT4_MOUSE Terminal uridylyltransferase 4 OS=Mus musculus OX=10090 GN=Tut4 PE=1 SV=2	TUT4	18.3280200371728	18.4436808829908	18.6987174705978	18.744779025805
Q5BLK4	>sp|Q5BLK4|TUT7_MOUSE Terminal uridylyltransferase 7 OS=Mus musculus OX=10090 GN=Tut7 PE=1 SV=3	TUT7	17.5697882683575	17.8249093906741	17.9590370565294	18.0565230426166
Q91YR1	>sp|Q91YR1|TWF1_MOUSE Twinfilin-1 OS=Mus musculus OX=10090 GN=Twf1 PE=1 SV=2	TWF1	20.4769269046413	20.3427146965927	20.3728990396612	20.2166154722694
Q9Z0P5	>sp|Q9Z0P5|TWF2_MOUSE Twinfilin-2 OS=Mus musculus OX=10090 GN=Twf2 PE=1 SV=1	TWF2	19.6242265379141	19.6834529073512	19.8624097973328	19.8266100785536
Q9EP52	>sp|Q9EP52|TWSG1_MOUSE Twisted gastrulation protein homolog 1 OS=Mus musculus OX=10090 GN=Twsg1 PE=1 SV=1	TWSG1	19.2011483478999	19.4336510623785	19.2615425496198	19.5291161679173
Q6PAM1	>sp|Q6PAM1|TXLNA_MOUSE Alpha-taxilin OS=Mus musculus OX=10090 GN=Txlna PE=1 SV=1	TXLNA	18.0574205156265	18.0823033338748	18.2510367801263	18.1844109014753
Q8VBT1	>sp|Q8VBT1|TXLNB_MOUSE Beta-taxilin OS=Mus musculus OX=10090 GN=Txlnb PE=1 SV=2	TXLNB	17.9331764237901		17.5148010249237	17.7913412779409
P10639	>sp|P10639|THIO_MOUSE Thioredoxin OS=Mus musculus OX=10090 GN=Txn PE=1 SV=3	TXN	21.356048016847	21.4228895557216	21.4365152586603	21.3785926044086
P97493	>sp|P97493|THIOM_MOUSE Thioredoxin, mitochondrial OS=Mus musculus OX=10090 GN=Txn2 PE=1 SV=1	TXN2	18.9780077475787	19.4903684900756	19.6625829836002	19.7083577613618
Q9CQU0	>sp|Q9CQU0|TXD12_MOUSE Thioredoxin domain-containing protein 12 OS=Mus musculus OX=10090 GN=Txndc12 PE=1 SV=1	TXNDC12	19.9533023744047	19.8238232647963	20.2719211157823	20.1489733527731
Q6P6J9	>sp|Q6P6J9|TXD15_MOUSE Thioredoxin domain-containing protein 15 OS=Mus musculus OX=10090 GN=Txndc15 PE=1 SV=1	TXNDC15	18.7981123397861	18.0855268120035	18.2305224074459	18.2607513248414
Q9CQM5	>sp|Q9CQM5|TXD17_MOUSE Thioredoxin domain-containing protein 17 OS=Mus musculus OX=10090 GN=Txndc17 PE=1 SV=1	TXNDC17	21.1008112044627	21.0750640162205	20.9006687501036	21.198232086145
Q91W90	>sp|Q91W90|TXND5_MOUSE Thioredoxin domain-containing protein 5 OS=Mus musculus OX=10090 GN=Txndc5 PE=1 SV=2	TXNDC5	20.850148430585	21.1187253571878	20.697490007842	20.8626399904675
Q9CQ79	>sp|Q9CQ79|TXND9_MOUSE Thioredoxin domain-containing protein 9 OS=Mus musculus OX=10090 GN=Txndc9 PE=1 SV=1	TXNDC9	19.1067321670867	19.041617791416	19.055319855398	19.0261486239735
Q8CDN6	>sp|Q8CDN6|TXNL1_MOUSE Thioredoxin-like protein 1 OS=Mus musculus OX=10090 GN=Txnl1 PE=1 SV=3	TXNL1	20.2478913518849	20.4007722945226	20.1671366428632	20.2532129207855
P83877	>sp|P83877|TXN4A_MOUSE Thioredoxin-like protein 4A OS=Mus musculus OX=10090 GN=Txnl4a PE=1 SV=1	TXNL4A		17.3726731400987		16.767703325411
Q9JMH6	>sp|Q9JMH6|TRXR1_MOUSE Thioredoxin reductase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Txnrd1 PE=1 SV=3	TXNRD1	19.1014657464448	19.1994990418825	18.8919617402673	18.9313422656256
Q9JLT4	>sp|Q9JLT4|TRXR2_MOUSE Thioredoxin reductase 2, mitochondrial OS=Mus musculus OX=10090 GN=Txnrd2 PE=1 SV=4	TXNRD2	18.079170223682	17.6162930513592	18.1848686438632	18.147353783655
Q8BJM7	>sp|Q8BJM7|TYW1_MOUSE S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1 OS=Mus musculus OX=10090 GN=Tyw1 PE=1 SV=1	TYW1	19.4955146146871	19.307004250915	19.1893410796564	19.2707807632172
